sex,age,race,score
Male,64,African-American,10
Male,28,African-American,4
Male,38,Hispanic,1
Female,63,African-American,1
Male,28,Hispanic,2
Male,21,African-American,9
Male,51,African-American,1
Male,29,Caucasian,5
Male,35,African-American,2
Male,30,Caucasian,4
Male,61,African-American,2
Male,25,African-American,3
Male,25,African-American,7
Male,26,African-American,5
Male,32,African-American,2
Female,36,Caucasian,2
Female,24,African-American,7
Female,39,African-American,1
Female,50,African-American,1
Male,42,Caucasian,1
Female,45,Hispanic,1
Female,25,African-American,4
Male,26,African-American,10
Male,31,African-American,7
Male,35,Caucasian,2
Female,39,African-American,1
Female,41,African-American,2
Female,40,African-American,5
Male,23,Other,1
Male,34,Caucasian,1
Male,46,Caucasian,1
Male,60,Caucasian,1
Male,61,Caucasian,1
Female,33,Caucasian,2
Male,38,African-American,4
Male,46,African-American,1
Male,30,African-American,2
Male,52,Caucasian,1
Male,34,African-American,8
Female,50,African-American,4
Male,21,African-American,5
Male,31,Hispanic,10
Male,31,African-American,7
Male,24,Hispanic,10
Female,23,African-American,4
Male,25,African-American,6
Female,36,Caucasian,3
Female,31,African-American,2
Female,24,Caucasian,5
Male,31,African-American,10
Female,49,Caucasian,1
Male,60,African-American,1
Male,26,Hispanic,5
Male,48,African-American,5
Male,37,Caucasian,1
Female,37,Caucasian,1
Male,30,African-American,2
Female,24,African-American,3
Female,27,Caucasian,8
Female,32,Other,1
Female,21,Caucasian,4
Female,33,Caucasian,2
Male,46,Caucasian,1
Male,36,Caucasian,3
Male,27,Caucasian,2
Male,21,Caucasian,4
Male,28,African-American,9
Male,35,African-American,8
Male,34,Hispanic,3
Male,41,Asian,8
Female,40,African-American,4
Male,23,African-American,10
Male,23,African-American,6
Male,28,African-American,4
Male,20,African-American,8
Male,21,Hispanic,4
Male,37,Caucasian,1
Male,46,Caucasian,4
Male,22,African-American,7
Male,29,African-American,9
Male,29,Caucasian,2
Male,42,Other,1
Male,57,African-American,1
Female,27,Caucasian,5
Male,56,African-American,2
Male,41,African-American,6
Male,40,Hispanic,5
Male,30,Hispanic,3
Male,21,Caucasian,5
Male,24,African-American,4
Male,25,African-American,8
Female,33,Caucasian,1
Male,48,Caucasian,8
Male,33,African-American,6
Male,25,Hispanic,7
Male,30,Caucasian,3
Female,41,Caucasian,1
Male,52,Caucasian,10
Male,25,Caucasian,8
Male,58,African-American,7
Male,30,African-American,5
Male,37,Hispanic,3
Male,23,African-American,6
Male,33,Hispanic,1
Female,25,African-American,4
Male,25,African-American,4
Male,34,Hispanic,9
Female,43,Caucasian,8
Male,32,Caucasian,3
Male,33,Other,7
Male,39,Other,2
Male,49,Caucasian,1
Male,24,Caucasian,4
Male,26,African-American,9
Male,42,Caucasian,2
Male,22,African-American,6
Male,36,Hispanic,1
Male,29,Caucasian,7
Male,39,Caucasian,3
Male,27,African-American,6
Male,38,Caucasian,5
Male,20,Caucasian,2
Male,50,African-American,1
Male,25,African-American,10
Male,53,Caucasian,1
Female,27,African-American,8
Male,38,African-American,8
Male,30,African-American,8
Male,60,Caucasian,1
Male,21,Other,5
Male,50,Caucasian,1
Male,41,African-American,5
Male,34,African-American,2
Male,22,Caucasian,8
Female,45,Other,1
Male,29,African-American,10
Male,22,Caucasian,7
Male,25,African-American,5
Male,42,African-American,4
Female,60,African-American,1
Male,34,Native American,6
Female,27,Caucasian,3
Male,21,Hispanic,3
Male,51,Other,1
Male,33,African-American,9
Male,24,African-American,3
Male,37,African-American,4
Male,37,Caucasian,1
Male,30,African-American,8
Male,44,Caucasian,9
Male,33,African-American,8
Male,24,Caucasian,10
Female,27,Other,2
Male,21,Other,6
Female,60,Other,1
Male,35,African-American,1
Male,50,Caucasian,2
Female,38,African-American,1
Female,24,Caucasian,8
Male,21,Other,7
Male,49,Caucasian,1
Male,38,African-American,6
Male,61,Other,1
Female,30,African-American,2
Male,22,African-American,6
Male,30,Hispanic,2
Male,31,African-American,1
Male,25,African-American,7
Male,28,Hispanic,1
Female,30,Hispanic,3
Male,52,Caucasian,1
Female,24,Caucasian,6
Male,26,Caucasian,2
Male,26,Other,4
Female,31,African-American,1
Female,24,African-American,7
Male,43,African-American,9
Male,29,African-American,7
Male,45,Caucasian,9
Male,50,African-American,5
Male,20,African-American,9
Male,29,African-American,8
Male,43,Caucasian,6
Male,37,African-American,10
Male,26,Caucasian,5
Female,46,African-American,4
Male,27,Caucasian,1
Female,46,African-American,1
Female,38,African-American,6
Male,39,Caucasian,1
Male,36,Hispanic,1
Male,29,African-American,10
Male,41,Caucasian,1
Male,29,African-American,10
Male,27,African-American,9
Female,25,African-American,7
Male,41,Caucasian,9
Male,23,African-American,7
Female,46,African-American,8
Male,31,Asian,2
Male,45,African-American,4
Male,30,Caucasian,3
Male,34,Caucasian,6
Male,70,Caucasian,1
Male,53,African-American,3
Male,52,Caucasian,1
Male,36,Caucasian,2
Male,23,African-American,3
Male,51,Hispanic,1
Male,25,Other,1
Male,51,African-American,2
Male,41,Caucasian,4
Male,25,Caucasian,9
Male,28,African-American,5
Female,45,Native American,10
Male,55,African-American,6
Female,49,Caucasian,1
Female,26,African-American,6
Male,25,Caucasian,2
Male,40,Caucasian,5
Female,47,Caucasian,1
Female,24,African-American,6
Male,27,African-American,2
Male,25,Caucasian,7
Male,31,African-American,2
Male,21,African-American,10
Male,21,African-American,5
Male,37,African-American,10
Male,21,African-American,9
Male,21,African-American,6
Male,22,Caucasian,3
Male,26,African-American,1
Male,31,Caucasian,2
Male,25,African-American,10
Male,54,African-American,6
Female,27,African-American,5
Male,30,Caucasian,4
Male,28,Caucasian,2
Male,70,Caucasian,1
Male,37,Caucasian,9
Male,46,African-American,5
Male,40,Other,1
Male,20,African-American,8
Male,43,African-American,4
Male,38,African-American,6
Male,29,African-American,4
Male,37,African-American,2
Male,38,Hispanic,4
Female,27,Caucasian,3
Female,20,Other,5
Male,44,Hispanic,1
Male,42,Caucasian,3
Male,47,Hispanic,1
Male,31,Caucasian,5
Male,29,African-American,2
Male,48,Caucasian,7
Female,30,African-American,2
Female,25,Caucasian,5
Male,24,Other,2
Male,40,African-American,2
Female,49,Caucasian,2
Male,33,Caucasian,3
Female,64,Caucasian,1
Male,49,Caucasian,1
Male,26,Caucasian,5
Male,31,Hispanic,3
Male,33,Caucasian,1
Male,61,Caucasian,1
Female,42,Caucasian,5
Male,30,Caucasian,4
Male,62,Caucasian,1
Female,27,Caucasian,8
Female,32,Caucasian,9
Male,48,Caucasian,6
Female,40,Caucasian,2
Male,24,Caucasian,4
Female,38,Hispanic,1
Male,22,African-American,4
Male,30,African-American,8
Male,63,Caucasian,1
Male,46,Hispanic,1
Male,33,African-American,10
Male,29,Caucasian,1
Female,21,African-American,6
Male,43,Caucasian,4
Male,22,Caucasian,3
Male,26,African-American,10
Male,51,African-American,1
Male,39,Caucasian,1
Male,77,Caucasian,1
Female,30,Hispanic,3
Female,33,African-American,3
Male,32,African-American,8
Male,22,African-American,6
Male,59,Caucasian,1
Male,38,African-American,7
Male,23,African-American,6
Male,42,African-American,1
Male,20,African-American,3
Male,38,African-American,7
Female,34,Caucasian,3
Male,24,African-American,8
Female,36,African-American,3
Male,35,Caucasian,4
Male,36,African-American,3
Male,31,African-American,1
Female,28,African-American,4
Female,34,Caucasian,2
Male,41,African-American,6
Male,28,African-American,2
Female,35,Caucasian,1
Male,60,Caucasian,1
Male,43,African-American,4
Male,40,African-American,1
Male,31,African-American,9
Male,54,African-American,7
Male,26,African-American,6
Male,24,African-American,9
Male,41,Hispanic,1
Male,21,Hispanic,3
Male,31,Caucasian,1
Female,34,African-American,8
Female,24,Caucasian,4
Male,32,African-American,1
Male,21,African-American,9
Female,29,Hispanic,2
Male,22,African-American,3
Male,32,Caucasian,2
Male,33,Caucasian,1
Male,48,Caucasian,1
Male,52,Hispanic,7
Female,40,Other,1
Female,37,Caucasian,1
Male,21,African-American,6
Male,21,Other,4
Female,45,African-American,4
Male,29,African-American,2
Male,26,African-American,2
Male,46,African-American,5
Male,21,Caucasian,8
Male,50,African-American,9
Male,35,Caucasian,5
Male,52,African-American,1
Female,38,African-American,4
Female,50,Caucasian,1
Male,48,Caucasian,1
Female,29,African-American,8
Male,48,Caucasian,1
Male,31,African-American,6
Male,21,Caucasian,8
Male,32,Other,1
Male,47,African-American,5
Male,62,African-American,7
Male,21,African-American,10
Male,35,African-American,10
Male,45,Native American,3
Male,46,African-American,1
Female,35,African-American,6
Male,34,African-American,4
Male,52,African-American,1
Female,39,African-American,2
Male,21,Caucasian,8
Male,53,Caucasian,1
Female,19,Caucasian,3
Male,22,African-American,6
Male,45,African-American,3
Female,27,Caucasian,2
Male,25,Caucasian,2
Male,30,Caucasian,4
Male,21,African-American,3
Male,31,African-American,5
Male,49,Caucasian,6
Male,28,Caucasian,3
Male,36,African-American,2
Male,27,African-American,5
Male,42,African-American,2
Male,26,African-American,3
Male,35,Caucasian,5
Female,33,Caucasian,2
Male,28,Caucasian,2
Male,24,Hispanic,10
Male,25,African-American,10
Female,42,Caucasian,1
Male,47,Hispanic,1
Male,21,African-American,6
Male,39,African-American,2
Female,28,African-American,2
Male,52,African-American,3
Male,23,African-American,5
Male,27,African-American,10
Male,29,African-American,1
Male,47,Caucasian,1
Female,21,Caucasian,6
Male,26,Caucasian,6
Male,36,Caucasian,1
Male,23,African-American,8
Male,49,Caucasian,7
Male,29,African-American,8
Male,76,African-American,1
Male,44,Caucasian,2
Male,28,Caucasian,3
Male,27,African-American,6
Male,52,Hispanic,1
Female,35,African-American,7
Male,36,African-American,8
Male,21,African-American,3
Male,46,Caucasian,2
Male,34,African-American,1
Male,45,African-American,3
Male,28,African-American,3
Female,25,African-American,3
Male,21,African-American,8
Male,48,African-American,1
Male,37,Caucasian,2
Male,39,African-American,1
Male,24,African-American,6
Female,51,Caucasian,1
Male,37,Caucasian,1
Male,39,Caucasian,3
Male,24,Caucasian,5
Male,49,Other,1
Male,23,African-American,7
Male,31,African-American,6
Male,35,African-American,10
Male,22,Other,2
Male,23,African-American,2
Male,43,Hispanic,3
Female,69,Caucasian,1
Female,37,African-American,2
Male,36,Caucasian,3
Male,43,Caucasian,5
Male,28,African-American,8
Male,43,Caucasian,2
Female,27,African-American,7
Female,21,African-American,10
Male,53,African-American,2
Female,27,African-American,4
Female,29,Caucasian,5
Male,39,Caucasian,1
Male,47,African-American,7
Male,28,African-American,2
Female,27,African-American,7
Male,49,Caucasian,6
Male,36,Caucasian,1
Female,24,African-American,9
Female,33,African-American,5
Male,35,Hispanic,2
Male,23,African-American,7
Male,26,African-American,2
Male,22,African-American,10
Male,34,African-American,6
Male,35,African-American,1
Male,70,African-American,1
Male,31,African-American,4
Female,30,African-American,10
Male,25,Caucasian,6
Male,24,African-American,10
Male,34,Hispanic,1
Male,24,African-American,8
Male,26,African-American,4
Male,61,African-American,9
Male,26,African-American,8
Male,60,Hispanic,1
Female,20,African-American,5
Male,58,African-American,8
Male,36,Caucasian,9
Male,23,Caucasian,3
Male,26,African-American,7
Male,47,Other,1
Female,58,Caucasian,9
Male,40,Caucasian,1
Male,28,Other,3
Male,49,Hispanic,1
Female,19,African-American,9
Male,46,African-American,3
Female,25,Caucasian,3
Male,19,African-American,10
Male,22,African-American,9
Male,53,Caucasian,1
Male,20,African-American,6
Male,56,Caucasian,2
Male,65,Caucasian,1
Female,49,Asian,1
Female,24,African-American,3
Male,31,Hispanic,1
Female,21,Hispanic,3
Female,33,Caucasian,3
Male,27,Caucasian,3
Male,26,Caucasian,10
Male,56,Caucasian,1
Male,32,Caucasian,2
Male,25,Caucasian,2
Female,26,African-American,6
Male,21,African-American,2
Male,38,African-American,5
Male,23,Caucasian,2
Male,67,African-American,1
Male,20,Caucasian,6
Female,39,Caucasian,1
Male,24,African-American,2
Female,45,African-American,1
Male,23,Hispanic,2
Male,49,African-American,4
Female,28,Caucasian,2
Male,34,African-American,10
Male,31,African-American,7
Male,20,African-American,6
Male,28,Caucasian,3
Female,36,Caucasian,5
Male,67,Caucasian,1
Male,37,African-American,8
Male,33,Hispanic,1
Male,20,Hispanic,8
Male,36,Hispanic,7
Male,54,Other,1
Male,40,Caucasian,3
Male,59,Caucasian,9
Male,52,African-American,1
Male,45,African-American,7
Male,27,African-American,7
Male,42,Caucasian,1
Male,22,Caucasian,9
Male,34,African-American,10
Male,36,Caucasian,7
Male,20,African-American,3
Male,40,Caucasian,1
Male,30,Caucasian,8
Male,40,African-American,1
Male,42,African-American,1
Male,24,African-American,3
Male,44,African-American,1
Male,46,Caucasian,2
Male,38,African-American,3
Male,39,Hispanic,1
Male,25,Caucasian,2
Male,47,Caucasian,8
Male,26,Caucasian,5
Female,32,Hispanic,3
Male,21,Caucasian,10
Male,26,Caucasian,5
Male,54,Caucasian,1
Male,63,African-American,1
Female,48,Caucasian,1
Male,38,Caucasian,4
Female,24,African-American,7
Female,35,Caucasian,3
Male,27,Hispanic,3
Male,25,Hispanic,1
Male,61,Caucasian,4
Male,51,African-American,4
Male,26,African-American,9
Male,57,Caucasian,1
Male,24,Caucasian,5
Male,34,African-American,1
Female,40,Other,4
Male,27,Hispanic,2
Female,28,African-American,7
Male,35,African-American,8
Male,30,African-American,6
Male,53,Other,5
Male,44,African-American,1
Male,55,Caucasian,1
Male,57,Caucasian,3
Male,37,Asian,2
Male,54,Caucasian,3
Male,45,African-American,6
Male,61,Caucasian,6
Male,27,African-American,5
Male,22,Caucasian,8
Male,26,African-American,9
Male,29,African-American,6
Male,48,African-American,7
Male,42,African-American,1
Male,38,Caucasian,8
Male,39,African-American,2
Female,53,Caucasian,1
Male,38,African-American,2
Male,26,African-American,10
Male,24,Caucasian,8
Male,22,African-American,7
Male,42,African-American,1
Male,50,Caucasian,7
Male,44,Caucasian,7
Male,24,African-American,6
Male,21,African-American,7
Male,50,Caucasian,1
Female,36,Caucasian,1
Male,30,African-American,6
Female,31,African-American,5
Male,39,Caucasian,3
Female,24,African-American,4
Female,54,African-American,6
Male,37,Caucasian,1
Male,28,African-American,1
Male,29,African-American,2
Male,24,African-American,7
Male,26,Caucasian,6
Male,41,African-American,4
Male,23,African-American,6
Male,50,African-American,1
Male,34,Caucasian,1
Male,31,Caucasian,7
Male,20,African-American,3
Male,49,African-American,6
Male,26,African-American,8
Male,39,Caucasian,6
Male,23,Other,4
Male,28,African-American,4
Male,26,African-American,2
Female,39,Hispanic,6
Male,55,African-American,4
Male,22,African-American,9
Female,26,African-American,4
Male,56,Other,1
Male,66,Caucasian,1
Male,46,Other,3
Male,58,African-American,6
Male,28,African-American,7
Male,33,African-American,6
Male,39,Hispanic,1
Male,34,African-American,5
Female,31,African-American,2
Male,26,African-American,5
Male,35,African-American,5
Female,41,Caucasian,7
Male,42,African-American,2
Male,34,Caucasian,1
Male,29,African-American,9
Male,33,Other,1
Female,32,African-American,2
Male,37,African-American,6
Male,50,African-American,5
Female,22,African-American,5
Male,35,Caucasian,2
Female,47,Caucasian,3
Male,26,Caucasian,4
Female,52,African-American,9
Female,27,African-American,4
Male,29,Caucasian,4
Male,26,African-American,7
Male,36,African-American,9
Male,24,African-American,5
Male,45,African-American,1
Male,29,African-American,4
Male,29,African-American,1
Male,48,Caucasian,3
Male,19,Other,9
Male,41,African-American,2
Male,24,African-American,2
Male,49,Caucasian,2
Male,29,African-American,3
Male,21,African-American,9
Male,54,Caucasian,1
Male,49,Caucasian,1
Male,42,Caucasian,2
Male,21,African-American,4
Male,61,African-American,4
Male,46,Caucasian,8
Male,74,Caucasian,1
Female,38,Hispanic,1
Male,75,Caucasian,1
Female,39,African-American,1
Male,43,Caucasian,1
Female,39,Caucasian,-1
Female,38,African-American,1
Male,19,African-American,7
Male,28,Caucasian,2
Male,53,African-American,1
Male,25,African-American,6
Male,53,Caucasian,1
Male,27,African-American,2
Male,53,African-American,7
Male,32,Caucasian,5
Male,57,Caucasian,1
Male,23,African-American,9
Male,55,Caucasian,9
Female,64,Caucasian,1
Male,23,African-American,7
Female,25,Caucasian,3
Male,38,Hispanic,1
Male,23,African-American,8
Female,41,Hispanic,1
Female,27,Caucasian,9
Male,53,Other,1
Male,34,African-American,1
Male,24,Hispanic,1
Male,28,African-American,10
Male,26,African-American,1
Female,31,Caucasian,5
Female,32,African-American,4
Male,27,African-American,2
Male,44,Caucasian,2
Female,27,Caucasian,2
Male,28,Caucasian,9
Male,55,Caucasian,1
Female,22,African-American,4
Male,36,African-American,5
Male,29,African-American,8
Male,23,African-American,4
Male,56,African-American,1
Male,27,Caucasian,6
Male,28,African-American,4
Male,37,Caucasian,6
Male,38,Caucasian,2
Male,32,African-American,8
Male,27,African-American,7
Male,41,African-American,10
Male,34,African-American,10
Male,21,African-American,9
Male,22,African-American,6
Male,61,African-American,1
Male,58,Caucasian,4
Male,37,Caucasian,2
Male,45,African-American,2
Female,31,African-American,8
Male,30,African-American,1
Male,42,African-American,5
Male,26,African-American,5
Male,26,African-American,9
Female,35,African-American,9
Male,33,Caucasian,9
Male,22,Caucasian,2
Male,32,Caucasian,5
Female,36,African-American,1
Male,54,Caucasian,1
Female,35,Hispanic,1
Male,25,African-American,9
Male,24,Caucasian,5
Male,23,Hispanic,7
Male,61,Caucasian,1
Female,41,African-American,2
Female,42,Caucasian,1
Male,35,Caucasian,3
Male,28,Caucasian,2
Male,27,African-American,5
Male,24,Caucasian,3
Male,33,African-American,5
Male,32,African-American,10
Male,38,Caucasian,1
Male,33,Caucasian,9
Male,21,Caucasian,3
Male,40,Caucasian,1
Male,27,African-American,7
Male,39,Caucasian,4
Male,29,Caucasian,1
Male,29,Caucasian,3
Male,38,Caucasian,4
Male,65,Caucasian,4
Male,36,Caucasian,4
Male,46,African-American,7
Female,57,Caucasian,1
Male,54,African-American,3
Male,44,African-American,6
Male,20,African-American,5
Male,27,African-American,2
Male,27,African-American,7
Male,61,Caucasian,1
Male,47,African-American,1
Male,31,African-American,10
Male,27,African-American,1
Male,28,Caucasian,2
Male,33,African-American,9
Female,31,Caucasian,5
Male,20,Caucasian,8
Male,26,Caucasian,4
Female,43,Caucasian,4
Male,53,African-American,2
Male,26,African-American,5
Female,27,Caucasian,4
Male,25,African-American,4
Male,30,African-American,1
Male,23,Other,10
Female,21,African-American,8
Male,23,African-American,4
Male,32,African-American,6
Male,30,Other,1
Female,45,African-American,3
Male,40,African-American,6
Female,32,Other,7
Male,27,African-American,5
Male,45,Caucasian,2
Male,57,African-American,9
Male,24,African-American,6
Male,44,Caucasian,6
Male,67,Other,1
Female,26,African-American,2
Male,21,Caucasian,8
Male,40,Hispanic,2
Male,21,African-American,2
Male,63,African-American,6
Female,62,Caucasian,1
Male,48,Caucasian,3
Male,35,Caucasian,4
Male,53,African-American,1
Male,62,African-American,3
Male,28,African-American,10
Male,56,Caucasian,2
Male,35,Hispanic,1
Female,56,Hispanic,1
Male,30,African-American,4
Male,28,Caucasian,4
Male,21,Hispanic,9
Male,22,African-American,7
Male,26,African-American,8
Female,43,Caucasian,2
Male,40,African-American,5
Male,54,African-American,7
Male,43,Caucasian,1
Male,35,African-American,5
Male,22,African-American,3
Male,60,Caucasian,1
Female,37,African-American,3
Female,32,African-American,2
Female,33,African-American,6
Male,38,Other,3
Male,53,Caucasian,1
Female,26,African-American,6
Male,32,Caucasian,1
Male,26,Caucasian,2
Male,61,Caucasian,1
Male,21,African-American,10
Male,20,Caucasian,4
Male,69,African-American,5
Male,31,Hispanic,2
Male,26,African-American,4
Male,30,African-American,10
Male,38,African-American,1
Male,21,Caucasian,4
Female,54,African-American,8
Male,29,Caucasian,1
Female,32,Caucasian,8
Female,24,Hispanic,3
Male,23,African-American,7
Male,26,Hispanic,8
Male,41,Caucasian,2
Male,45,African-American,6
Male,31,African-American,5
Male,22,Caucasian,3
Male,64,Caucasian,1
Female,54,Caucasian,3
Male,50,Caucasian,1
Male,40,Hispanic,1
Male,19,African-American,4
Female,50,African-American,2
Male,32,African-American,7
Male,37,Other,3
Female,21,African-American,8
Male,31,Caucasian,5
Male,50,Caucasian,1
Male,39,Hispanic,1
Male,47,Hispanic,5
Male,23,Hispanic,7
Male,30,Caucasian,3
Male,53,Caucasian,1
Male,30,African-American,8
Female,35,African-American,1
Female,21,African-American,9
Male,26,Caucasian,4
Female,30,African-American,9
Female,59,African-American,2
Female,35,African-American,1
Male,29,African-American,8
Male,67,Hispanic,1
Male,26,Hispanic,1
Male,30,Caucasian,8
Male,25,African-American,5
Male,45,Hispanic,6
Male,35,Caucasian,2
Male,27,Caucasian,3
Male,24,Caucasian,6
Male,32,Caucasian,4
Male,31,Caucasian,3
Male,22,African-American,3
Male,41,African-American,1
Male,46,Asian,5
Male,27,Other,5
Male,28,Other,9
Male,51,Caucasian,1
Male,56,African-American,1
Female,37,African-American,6
Male,22,African-American,3
Male,34,Other,2
Male,33,African-American,7
Female,42,Hispanic,2
Male,19,African-American,4
Male,45,Caucasian,2
Female,34,Caucasian,5
Female,32,African-American,3
Female,33,African-American,9
Male,52,African-American,5
Female,21,African-American,6
Male,43,African-American,10
Male,23,African-American,4
Male,33,Caucasian,6
Male,26,African-American,10
Female,20,African-American,4
Male,37,Caucasian,3
Male,38,African-American,1
Female,25,African-American,4
Male,35,Hispanic,1
Male,25,Caucasian,9
Male,27,African-American,2
Male,40,Other,1
Male,21,African-American,5
Male,37,Hispanic,1
Male,38,Caucasian,9
Male,30,Caucasian,7
Male,37,Caucasian,4
Female,51,African-American,3
Female,31,African-American,7
Male,34,Hispanic,1
Male,22,Caucasian,3
Male,24,Hispanic,2
Male,44,Caucasian,1
Male,32,Other,4
Male,30,African-American,2
Male,40,Hispanic,1
Male,27,African-American,5
Male,49,Caucasian,1
Male,58,African-American,8
Male,67,Caucasian,1
Male,59,African-American,8
Male,37,Caucasian,7
Male,24,African-American,2
Male,21,African-American,10
Male,34,African-American,1
Male,35,Other,3
Male,31,Caucasian,7
Female,50,Caucasian,1
Male,30,African-American,3
Male,28,Caucasian,2
Male,48,African-American,7
Male,55,Caucasian,1
Female,24,Caucasian,3
Male,42,Caucasian,3
Male,34,African-American,7
Male,43,African-American,5
Male,44,African-American,1
Male,29,Other,6
Male,25,Caucasian,7
Male,29,Hispanic,6
Male,32,African-American,10
Male,25,Caucasian,5
Female,32,African-American,3
Male,96,Hispanic,2
Male,35,African-American,4
Male,29,Hispanic,2
Male,27,Hispanic,5
Male,41,Hispanic,2
Male,31,Hispanic,5
Male,24,African-American,3
Male,49,Hispanic,1
Male,34,African-American,7
Male,48,African-American,1
Male,41,African-American,1
Male,26,African-American,9
Male,42,African-American,5
Male,29,African-American,5
Male,26,Caucasian,2
Female,27,African-American,3
Male,35,Caucasian,2
Male,54,Caucasian,1
Male,24,African-American,10
Male,42,African-American,8
Male,25,Caucasian,2
Male,20,African-American,6
Male,27,Caucasian,6
Male,21,African-American,7
Male,27,Caucasian,9
Male,34,African-American,8
Male,26,Hispanic,8
Male,27,Caucasian,7
Male,64,African-American,1
Male,54,African-American,1
Male,29,Caucasian,2
Male,29,Other,2
Male,39,African-American,1
Female,22,Caucasian,7
Female,33,Caucasian,1
Female,25,African-American,8
Male,21,African-American,3
Female,40,Hispanic,2
Male,25,Other,3
Female,35,African-American,4
Male,28,Hispanic,2
Female,57,Caucasian,2
Male,53,African-American,1
Male,28,Caucasian,4
Male,26,African-American,8
Male,52,Caucasian,2
Male,30,African-American,3
Male,31,African-American,5
Male,24,Caucasian,8
Male,45,Caucasian,6
Male,33,Hispanic,4
Male,26,African-American,5
Male,28,African-American,7
Male,57,Caucasian,1
Male,21,Other,6
Male,25,Caucasian,3
Female,45,Caucasian,3
Female,29,African-American,4
Female,22,African-American,6
Male,33,Caucasian,8
Male,23,Caucasian,6
Female,42,African-American,2
Male,23,Caucasian,5
Male,36,African-American,5
Male,44,African-American,9
Male,22,African-American,3
Male,43,African-American,8
Female,23,Caucasian,2
Male,40,Other,1
Male,45,Caucasian,1
Male,28,African-American,5
Male,37,African-American,2
Female,52,Caucasian,1
Male,26,Caucasian,2
Male,28,Caucasian,4
Female,33,Caucasian,4
Male,23,Caucasian,4
Female,36,Caucasian,7
Male,31,Caucasian,4
Female,55,Caucasian,1
Male,24,Caucasian,4
Male,37,African-American,1
Male,67,Caucasian,1
Male,41,African-American,1
Male,26,Caucasian,2
Male,41,Caucasian,1
Male,41,African-American,5
Male,33,African-American,6
Male,27,African-American,8
Male,47,Hispanic,1
Male,36,Caucasian,1
Male,23,African-American,5
Male,27,Caucasian,3
Male,24,Caucasian,5
Male,23,Other,8
Male,30,African-American,9
Male,55,Caucasian,3
Male,26,African-American,10
Female,41,African-American,6
Male,35,African-American,3
Male,32,African-American,9
Male,21,Caucasian,5
Male,34,Native American,2
Female,32,African-American,7
Male,23,African-American,4
Male,20,African-American,10
Male,45,Caucasian,1
Male,70,African-American,4
Male,35,Hispanic,1
Male,26,African-American,4
Male,20,African-American,4
Male,24,Caucasian,8
Male,31,African-American,10
Male,22,African-American,9
Male,30,African-American,3
Male,55,African-American,1
Male,33,Caucasian,9
Male,44,Caucasian,6
Female,29,African-American,2
Male,41,African-American,9
Female,41,African-American,4
Female,58,Caucasian,4
Male,56,African-American,8
Male,21,African-American,3
Male,58,Caucasian,6
Male,44,Hispanic,1
Male,26,Hispanic,6
Male,36,African-American,2
Female,48,Caucasian,1
Male,27,Caucasian,6
Male,56,Caucasian,6
Male,39,Caucasian,1
Male,31,Hispanic,2
Female,25,Caucasian,6
Male,51,Caucasian,1
Female,45,Other,7
Female,28,African-American,5
Male,30,African-American,2
Female,19,African-American,8
Male,20,African-American,4
Male,32,African-American,7
Male,57,Caucasian,1
Male,25,Caucasian,7
Male,58,African-American,7
Male,20,African-American,8
Male,51,African-American,6
Male,27,African-American,3
Male,26,African-American,5
Male,23,Caucasian,8
Male,53,Caucasian,4
Male,35,African-American,8
Female,41,Caucasian,1
Male,37,African-American,6
Male,27,African-American,2
Male,48,African-American,1
Male,21,African-American,9
Male,19,African-American,10
Male,21,African-American,5
Male,36,Caucasian,6
Male,20,African-American,5
Male,57,Caucasian,1
Male,26,African-American,4
Male,29,Caucasian,3
Male,29,Hispanic,2
Male,41,African-American,3
Male,52,African-American,1
Male,23,African-American,9
Female,33,Hispanic,3
Male,22,African-American,4
Male,19,African-American,10
Male,41,Caucasian,2
Female,25,Caucasian,5
Male,54,African-American,1
Male,25,African-American,10
Female,30,Caucasian,4
Female,40,Caucasian,4
Male,22,African-American,7
Male,38,African-American,3
Male,37,African-American,4
Male,50,Caucasian,4
Male,35,Caucasian,3
Male,28,Caucasian,9
Male,21,African-American,7
Female,38,Other,4
Male,58,Hispanic,1
Male,36,Caucasian,6
Male,27,Other,5
Male,39,African-American,1
Male,46,Other,1
Male,27,Caucasian,3
Male,22,African-American,3
Female,38,Hispanic,9
Male,32,African-American,10
Male,32,Caucasian,5
Male,59,Caucasian,1
Male,30,Caucasian,10
Male,20,Other,6
Male,59,Caucasian,1
Female,44,Caucasian,1
Male,26,Caucasian,2
Male,26,African-American,10
Male,30,African-American,6
Female,35,Caucasian,4
Male,25,African-American,8
Male,44,Hispanic,1
Male,40,African-American,8
Female,31,African-American,6
Female,32,African-American,3
Male,47,African-American,2
Male,37,African-American,9
Male,22,Caucasian,4
Male,33,Hispanic,3
Male,22,African-American,4
Male,38,African-American,6
Male,34,Caucasian,4
Male,30,African-American,3
Female,38,Caucasian,4
Male,35,African-American,3
Male,36,African-American,10
Male,34,African-American,9
Female,30,African-American,10
Male,20,Hispanic,7
Male,46,Other,1
Male,22,Native American,4
Male,25,Hispanic,1
Male,43,Caucasian,1
Female,20,African-American,6
Male,27,African-American,3
Male,35,Caucasian,5
Male,46,Caucasian,1
Male,35,African-American,1
Male,20,Other,6
Male,22,African-American,5
Male,40,Caucasian,1
Female,30,African-American,9
Male,49,African-American,1
Male,34,African-American,9
